Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Twinheaded Beast,FIRE,Beast / Effect,6,1700,1900,This card can attack twice during the same Battle Phase.,,,
Twister,,Magic,,,,"Pay 500 LP, then target 1 face-up Spell/Trap on the field; destroy that target.",Quick-Play,,
Two Thousand Needles,EARTH,Beast / Effect,5,2000,1800,"When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, destroy the attacking monster at the end of the Damage Step.",,,
Two-Headed King Rex,EARTH,Dinosaur,4,1600,1200,A powerful monster whose two heads attack as one.,,,
Two-Man Cell Battle,,Magic,,,,"During each player's End Phase, the turn player can Special Summon 1 Level 4 Normal Monster from their hand.",Continuous,,
Two-Mouth Darkruler,EARTH,Dinosaur,3,900,700,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back.",,,
Two-Pronged Attack,,Trap,,,,Select and destroy 2 of your monsters and 1 of your opponent's monsters.,Normal,,
Tyhone,WIND,Winged Beast,4,1200,1400,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles.",,,
Tyhone #2,FIRE,Dragon,6,1700,1900,A crimson dragon that spits fireballs to create a blazing sea of fire.,,,
Type Zero Magic Crusher,,Trap,,,,Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.,Continuous,,
Tyranno Infinity,EARTH,Dinosaur / Effect,4,,0,The original ATK of this card is the number of your banished Dinosaur-Type monsters x 1000.,,,
Tyrant Dragon,FIRE,Dragon / Effect,8,2900,2500,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can make a second attack. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap. This card cannot be Special Summoned from the GY, unless you Tribute 1 Dragon monster.",,,
UFO Turtle,FIRE,Machine / Effect,4,1400,1200,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.",,,
UFOroid,LIGHT,Machine / Effect,6,1200,1200,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Machine-Type monster with 1500 or less ATK from your Deck in face-up Attack Position.",,,
UFOroid Fighter,LIGHT,Machine / Fusion / Effect,10,,,"""UFOroid"" + 1 Warrior-Type monster
A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. The original ATK and DEF of this card become equal to the combined original ATK of the 2 Fusion Material Monsters you used for the Fusion Summon of this card.",,,
Ultimate Ancient Gear Golem,EARTH,Machine / Fusion / Effect,10,4400,3400,"""Ancient Gear Golem"" + 2 ""Ancient Gear"" monsters
Must be Fusion Summoned. If this card attacks a Defense Position monster, inflict piercing battle damage. If this card attacks, your opponent cannot activate Spell/Trap Cards until the end of the Damage Step. If this card is destroyed: You can target 1 ""Ancient Gear Golem"" in your GY; Special Summon it, ignoring its Summoning conditions.",,,
Ultimate Baseball Kid,FIRE,Warrior / Effect,3,500,1000,"This card gains 1000 ATK for each face-up FIRE monster on the field, except this card. You can send 1 other face-up FIRE monster you control to the Graveyard; inflict 500 damage to your opponent.",,,
Ultimate Insect LV1,WIND,Insect / Effect,1,0,0,"While this card is on the field, it is unaffected by the effects of Spell Cards. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV3"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",,,
Ultimate Insect LV3,WIND,Insect / Effect,3,1400,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV1"", while it remains on the field all of your opponent's monsters lose 300 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV5"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",,,
Ultimate Insect LV5,WIND,Insect / Effect,5,2300,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV3"", while it remains on the field all of your opponent's monsters lose 500 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV7"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",,,
Ultimate Insect LV7,WIND,Insect / Effect,7,2600,1200,"If this card was Special Summoned by the effect of ""Ultimate Insect LV5"", while it remains on the field all your opponent's monsters lose 700 ATK and DEF.",,,
Ultimate Obedient Fiend,FIRE,Fiend / Effect,10,3500,3000,This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. The effects of Effect Monsters that this card destroys are negated.,,,
Ultimate Offering,,Trap,,,,"During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately after this effect resolves, Normal Summon/Set 1 monster.",Continuous,,
Ultimate Tyranno,EARTH,Dinosaur / Effect,8,3000,2200,"This card can attack all monsters your opponent controls, once each. During your Battle Phase, if you control an ""Ultimate Tyranno"" that can attack, monsters other than ""Ultimate Tyranno"" cannot attack.",,,
Ultra Evolution Pill,,Magic,,,,Tribute 1 Reptile monster; Special Summon 1 Dinosaur monster from your hand.,Normal,,
Umbral Soul,DARK,Reptile / Effect,7,2000,1500,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-DARK monsters.",,,
Umi,,Magic,,,,"All Fish, Sea Serpent, Thunder, and Aqua monsters on the field gain 200 ATK/DEF, also all Machine and Pyro monsters on the field lose 200 ATK/DEF.",Field,,
Umiiruka,,Magic,,,,Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.,Field,,
Unifrog,WATER,Aqua / Effect,2,400,400,"This card can attack your opponent directly. When this card successfully attacks directly, if you control a ""Frog"" monster other than ""Frog the Jam"" or ""Unifrog"", you can destroy 1 Spell or Trap your opponent controls.",,,
Union Attack,,Magic,,,,"Target 1 face-up monster you control; add up the total ATK of all other face-up Attack Position monsters you currently control, then during the Battle Phase of this turn only, the monster gains that much ATK, but cannot inflict battle damage to your opponent, also other face-up Attack Position monsters cannot attack.",Normal,,
Union Rider,WIND,Machine / Effect,2,1000,1000,"You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.",,,
United Resistance,WIND,Thunder,3,1000,400,The people that gather to swear to fight their oppressors. A revolution is coming.,,,
United We Stand,,Magic,,,,The equipped monster gains 800 ATK/DEF for each face-up monster you control.,Equip,,
Unity,,Magic,,,,"Select 1 monster on your side of the field. The DEF of the selected monster becomes equal to the combined original DEF of all face-up monsters on your side of the field, until the end of this turn.",Quick-Play,,
Unknown Warrior of Fiend,DARK,Warrior,3,1000,500,The speed of this warrior creates an intense vacuum that can slice through a monster's hide.,,,
Unleash Your Power!,,Magic,,,,"All Gemini Monsters that were on your side of the field when this card was activated are treated as Effect Monsters, and gain their effect(s). During the End Phase of this turn, Set all monsters affected by this card's effect.",Quick-Play,,
Unshaven Angler,WATER,Fish / Effect,4,1500,1600,"When Tribute Summoning a WATER monster, you can treat this 1 monster as 2 Tributes.",,,
Updraft,,Trap,,,,Remove all Fog Counters from the field. Inflict 300 damage to your opponent for each Fog Counter you removed.,Normal,,
Upstart Goblin,,Magic,,,,"Draw 1 card, then your opponent gains 1000 LP.",Normal,,
Uraby,EARTH,Dinosaur,4,1500,800,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.",,,
"Uria, Lord of Searing Flames",FIRE,Pyro / Effect,10,0,0,Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 face-up Traps you control to the GY. Gains 1000 ATK for each Continuous Trap in your GY. Once per turn: You can target 1 Set Spell/Trap your opponent controls; destroy that target. Neither player can activate Spell/Trap Cards in response to this effect's activation.,,,
Ushi Oni,DARK,Fiend,6,2150,1950,"A bull fiend restored by the dark arts, this monster appears out of a jar.",,,
V-Tiger Jet,LIGHT,Machine,4,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.,,,
"Valhalla, Hall of the Fallen",,Magic,,,,Once per turn: You can Special Summon 1 Fairy monster from your hand. You must control no monsters to activate and to resolve this effect.,Continuous,,
Valkyrion the Magna Warrior,EARTH,Rock / Effect,8,3500,3850,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand and/or field. You can Tribute this card, then target 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" in your Graveyard; Special Summon them.",,,
Vampire Baby,DARK,Zombie / Effect,3,700,1000,"At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Graveyard this turn: You can Special Summon that monster to your side of the field.",,,
Vampire Genesis,DARK,Zombie / Effect,8,3000,2100,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 ""Vampire Lord"" you control, and cannot be Special Summoned by other ways. Once per turn: You can discard 1 Zombie-Type monster to the Graveyard, then target 1 Zombie-Type monster in your Graveyard with a Level less than the discarded Zombie-Type monster's; Special Summon that target.",,,
Vampire Lady,DARK,Zombie / Effect,4,1550,1550,"When this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard.",,,
Vampire Lord,DARK,Zombie / Effect,5,2000,1500,"If this card inflicts battle damage to your opponent: Declare 1 type of card (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY. Once per turn, during your next Standby Phase after this card in your possession was destroyed and sent to your GY by an opponent's card effect: Special Summon this card from the GY.",,,
Vampire's Curse,DARK,Zombie / Effect,6,2000,800,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,,,
Vampiric Orchis,EARTH,Plant / Effect,4,1700,1000,"When this card is Normal Summoned: You can Special Summon 1 ""Des Dendle"" from your hand.",,,
